OBS AUSTRUS BRITPUS CDNDLUS DTCHGUS FRNFRUS GERMDUS JAPYNUS SWISFUS
12/06/1984  1.17370892  0.828500414 1.3208  3.4575  9.39  3.062 246.55  2.526
12/07/1984  1.178133836 0.830909846 1.3211  3.4805  9.449 3.087 247.4 2.544
12/10/1984  1.18835413  0.831255195 1.322 3.489 9.48  3.093 246.82  2.5535
12/11/1984  1.185395922 0.834028357 1.319 3.484 9.465 3.087 247 2.551
12/12/1984  1.181614085 0.83423709  1.3206  3.4845  9.464 3.0865  247.25  2.555
12/13/1984  1.187507422 0.840689365 1.3214  3.503 9.525 3.105 247.55  2.562
12/14/1984  1.195457262 0.837871806 1.3207  3.488 9.4825  3.091 247.75  2.545
12/17/1984  1.19232145  0.839630563 1.3202  3.487 9.475 3.09  247.55  2.55
12/18/1984  1.196172249 0.84317032  1.3176  3.485 9.46  3.087 246.75  2.5435
12/19/1984  1.20105693  0.851208716 1.3194  3.5 9.49  3.1 247.76  2.558
12/20/1984  1.20221207  0.858737656 1.3184  3.533 9.56  3.1295  248.1 2.5715
12/21/1984  1.199472232 0.852514919 1.3158  3.519 9.535 3.116 247.95  2.567
12/24/1984  1.195457262 0.852514919 1.3164  3.526 9.555 3.124 248.1 2.57
12/26/1984  1.199760048 0.853970965 1.317 3.53  9.575 3.126 249.05  2.576
12/27/1984  1.206272618 0.860215054 1.3206  3.56  9.645 3.152 250.2 2.599
12/28/1984  1.207292044 0.859845228 1.3207  3.547 9.615 3.144 250.45  2.591
12/31/1984  1.212121212 0.863557858 1.3217  3.565 9.6525  3.155 251.6 2.601
1/02/1985 1.22488976  0.871080139 1.3227  3.58  9.715 3.173 251.8 2.617
1/03/1985 1.227144435 0.86918731  1.3209  3.57  9.685 3.1625  252.45  2.6215
1/04/1985 1.231072264 0.866926745 1.3209  3.576 9.698 3.168 253.2 2.634
1/07/1985 1.243471773 0.876040298 1.3217  3.5875  9.72  3.1775  255.95  2.6475
1/08/1985 1.2318305 0.871459695 1.3209  3.5625  9.663 3.1545  253.75  2.6365
1/09/1985 1.227747084 0.876424189 1.3202  3.5715  9.6875  3.163 255.1 2.652
1/10/1985 1.221747098 0.881834215 1.3212  3.547 9.63  3.1405  253.7 2.636
1/11/1985 1.216545012 0.889284126 1.3214  3.564 9.6725  3.155 253.83  2.645
1/14/1985 1.223840411 0.900090009 1.3248  3.605 9.775 3.193 255.4 2.677
1/15/1985 1.226843332 0.893255918 1.3246  3.599 9.75  3.1855  254.7 2.6805
1/16/1985 1.221896383 0.895255148 1.3246  3.603 9.765 3.19  254.95  2.6765
1/17/1985 1.222195062 0.893894699 1.3272  3.5965  9.75  3.183 254.55  2.679
1/18/1985 1.227295042 0.893255918 1.3273  3.595 9.745 3.1835  254.58  2.6815
1/22/1985 1.229558588 0.890075656 1.3242  3.5815  9.698 3.171 254 2.672
1/23/1985 1.232589671 0.900900901 1.326 3.593 9.724 3.182 254.4 2.6835
1/24/1985 1.225790635 0.894454383 1.3241  3.57  9.663 3.158 253.7 2.6565
1/25/1985 1.22624157  0.900900901 1.3249  3.58  9.6875  3.166 253.95  2.6635
1/28/1985 1.225189904 0.900090009 1.326 3.58  9.682 3.167 254.18  2.6625
1/29/1985 1.225490196 0.897827258 1.3268  3.5915  9.7075  3.1765  254.35  2.667
1/30/1985 1.225189904 0.888099467 1.3271  3.5865  9.683 3.1695  254.5 2.676
1/31/1985 1.228803146 0.884564352 1.3272  3.58  9.675 3.163 254.8 2.675
2/01/1985 1.237317496 0.889679715 1.3279  3.5935  9.71  3.18  256.75  2.7045
2/04/1985 1.260557166 0.897666068 1.3333  3.636 9.815 3.214 259.42  2.7395
2/05/1985 1.284521516 0.899928006 1.335 3.65  9.854 3.226 259.7 2.7415
2/06/1985 1.281065847 0.898069151 1.335 3.6505  9.8525  3.223 259.53  2.7375
2/07/1985 1.319261214 0.896057348 1.3363  3.675 9.905 3.2455  260.65  2.76
2/08/1985 1.298701299 0.901713255 1.336 3.686 9.94  3.2575  260.7 2.775
2/11/1985 1.318044023 0.911577028 1.3391  3.707 9.9975  3.2755  261.65  2.795
2/13/1985 1.356852103 0.91954023  1.3408  3.7415  10.0775 3.302 262.8 2.812
2/14/1985 1.340662287 0.915750916 1.3407  3.7275  10.07 3.29  260.5 2.7985
2/15/1985 1.35501355  0.907441016 1.3398  3.7005  10.0075 3.2665  257.85  2.777
2/19/1985 1.477104874 0.914996798 1.3469  3.755 10.138  3.315 260.7 2.811
2/20/1985 1.46627566  0.920386562 1.352 3.778 10.1925 3.337 261.3 2.823
2/21/1985 1.393728223 0.924641701 1.368 3.8065  10.268  3.3582  261.8 2.828
2/22/1985 1.420454545 0.928936368 1.3875  3.838 10.3575 3.388 262.8 2.858
2/25/1985 1.44092219  0.948316738 1.4025  3.9145  10.56 3.4525  262.65  2.917
2/26/1985 1.422475107 0.950570342 1.3985  3.895 10.515  3.435 261.05  2.906
2/27/1985 1.394700139 0.91954023  1.382 3.765 10.2  3.335 259.3 2.84
2/28/1985 1.408450704 0.926784059 1.3835  3.7775  10.22 3.344 259.45  2.857
3/01/1985 1.411432604 0.932835821 1.3885  3.795 10.245  3.354 260.35  2.861
3/04/1985 1.421464108 0.936592676 1.395 3.8235  10.3175 3.3755  260.1 2.893
3/05/1985 1.446131598 0.948316738 1.3982  3.885 10.485  3.432 261 2.9245
3/06/1985 1.467997651 0.932835821 1.4005  3.83  10.34 3.385 261.2 2.898
3/07/1985 1.447806573 0.936855912 1.398 3.846 10.385  3.397 261 2.901
3/08/1985 1.449275362 0.939849624 1.4004  3.8555  10.42 3.415 261.63  2.903
3/11/1985 1.422475107 0.918695452 1.3885  3.779 10.2075 3.3385  259.25  2.849
3/12/1985 1.436781609 0.918695452 1.3865  3.79  10.23 3.346 260.1 2.84
3/13/1985 1.439884809 0.920810313 1.3885  3.797 10.245  3.357 260.25  2.85
3/14/1985 1.448855404 0.925497455 1.3895  3.8295  10.34 3.3855  260.55  2.88
3/15/1985 1.451800232 0.922509225 1.3875  3.8215  10.32 3.378 260.55  2.876
3/18/1985 1.445086705 0.904159132 1.382 3.776 10.2  3.341 259.9 2.843
3/19/1985 1.433691756 0.880669309 1.3752  3.702 10.025  3.2765  256.3 2.7825
3/20/1985 1.438848921 0.868809731 1.376 3.6825  9.9725  3.258 256.4 2.755
3/21/1985 1.416430595 0.842459983 1.369 3.625 9.825 3.21  254.1 2.72
3/22/1985 1.428571429 0.852878465 1.3775  3.645 9.8625  3.2275  255.65  2.731
3/25/1985 1.435750179 0.853970965 1.383 3.658 9.8925  3.237 256.65  2.742
3/26/1985 1.430615165 0.846023689 1.377 3.63  9.8125  3.209 255.4 2.72
3/27/1985 1.40944327  0.808080808 1.365 3.536 9.55  3.127 251.95  2.65
3/28/1985 1.422475107 0.814995925 1.3705  3.526 9.55  3.1305  253 2.65
3/29/1985 1.428571429 0.809061489 1.3675  3.477 9.405 3.083 251 2.6
4/01/1985 1.477104874 0.818665575 1.368 3.52  9.52  3.1185  252.45  2.639
4/02/1985 1.482579689 0.829875519 1.3742  3.555 9.61  3.1535  254.3 2.66
4/03/1985 1.515151515 0.822030415 1.372 3.523 9.53  3.122 253.15  2.642
4/04/1985 1.538461538 0.837871806 1.3775  3.587 9.705 3.178 254.5 2.689
4/05/1985 1.533742331 0.834376304 1.3745  3.578 9.695 3.175 254.85  2.675
4/08/1985 1.53256705  0.832639467 1.3725  3.57  9.6525  3.164 255.5 2.666
4/09/1985 1.498127341 0.826446281 1.372 3.5525  9.5875  3.141 254.9 2.653
4/10/1985 1.49142431  0.823045267 1.3743  3.541 9.561 3.135 254.25  2.653
4/11/1985 1.486988848 0.799360512 1.3665  3.476 9.3875  3.0735  251.7 2.593
4/12/1985 1.493651979 0.797130331 1.3645  3.46  9.3375  3.06  251.35  2.569
4/15/1985 1.492537313 0.784006272 1.363 3.429 9.24  3.027 249.95  2.529
4/16/1985 1.501501502 0.782778865 1.36  3.426 9.245 3.028 249.55  2.529
4/17/1985 1.558846454 0.785052599 1.3575  3.431 9.26  3.037 249.55  2.531
4/18/1985 1.545595054 0.77309625  1.3525  3.37  9.085 2.98  247.6 2.48
4/19/1985 1.552795031 0.773395205 1.3509  3.376 9.1025  2.979 247.4 2.4765
4/22/1985 1.578531965 0.782472613 1.3525  3.423 9.2225  3.02  248.8 2.503
4/23/1985 1.557632399 0.798722045 1.358 3.487 9.3875  3.08  250 2.557
4/24/1985 1.519756839 0.81300813  1.3685  3.5265  9.51  3.119 251.3 2.595
4/25/1985 1.485884101 0.830909846 1.3668  3.565 9.595 3.15  252.35  2.6215
4/26/1985 1.503759399 0.822368421 1.366 3.539 9.555 3.1325  252.95  2.612
4/29/1985 1.527883881 0.81300813  1.3683  3.52  9.5 3.11  252.7 2.613
4/30/1985 1.55159038  0.805801773 1.367 3.503 9.45  3.098 251.5 2.6
5/01/1985 1.547987616 0.81732734  1.3688  3.559 9.6025  3.149 252.75  2.64
5/02/1985 1.531393568 0.819336338 1.3735  3.58  9.68  3.1775  252.95  2.66
5/03/1985 1.515151515 0.828500414 1.3815  3.635 9.81  3.219 253.85  2.711
5/06/1985 1.506024096 0.841750842 1.3815  3.638 9.825 3.222 254.55  2.706
5/07/1985 1.49142431  0.821018062 1.3812  3.573 9.655 3.168 252.9 2.663
5/08/1985 1.464772228 0.82815735  1.3855  3.605 9.74  3.1935  253.75  2.686
5/09/1985 1.446131598 0.807884957 1.3788  3.511 9.495 3.112 251.55  2.616
5/10/1985 1.444043321 0.810701257 1.3772  3.5225  9.52  3.121 252.4 2.63
5/13/1985 1.432664756 0.797766254 1.3746  3.471 9.3775  3.0725  251.35  2.584
5/14/1985 1.445086705 0.785237534 1.3745  3.443 9.305 3.0445  249.6 2.567
5/15/1985 1.457088737 0.792079208 1.3735  3.478 9.385 3.077 251 2.581
5/16/1985 1.47275405  0.794281176 1.3721  3.481 9.42  3.09  251.5 2.591
5/17/1985 1.462415911 0.790513834 1.3717  3.463 9.36  3.068 250.7 2.582
5/20/1985 1.438848921 0.779727096 1.3677  3.43  9.265 3.036 249.65  2.567
5/21/1985 1.448225923 0.78647267  1.3717  3.465 9.36  3.067 250.25  2.582
5/22/1985 1.445086705 0.791452315 1.3695  3.478 9.3775  3.079 250.75  2.588
5/23/1985 1.474926254 0.794281176 1.3717  3.48  9.405 3.083 251.3 2.586
5/24/1985 1.467351431 0.794596742 1.3759  3.493 9.4325  3.094 251.1 2.608
5/28/1985 1.507159005 0.799041151 1.3787  3.513 9.495 3.113 251.6 2.6175
5/29/1985 1.506024096 0.789577576 1.3815  3.473 9.39  3.079 251.75  2.59
5/30/1985 1.507613448 0.785237534 1.3775  3.475 9.39  3.081 251.6 2.599
5/31/1985 1.507840772 0.777604977 1.3745  3.446 9.335 3.059 251.2 2.575
6/03/1985 1.507159005 0.772499034 1.3663  3.4315  9.2825  3.043 248.6 2.561
6/04/1985 1.510574018 0.78369906  1.3685  3.444 9.317 3.055 249.1 2.571
6/05/1985 1.518602885 0.79586152  1.3707  3.464 9.3775  3.074 249.45  2.584
6/06/1985 1.510574018 0.786782061 1.3705  3.4475  9.33  3.0575  247.7 2.572
6/07/1985 1.505343971 0.788643533 1.372 3.473 9.3925  3.08  249.55  2.598
6/10/1985 1.511030523 0.795544948 1.3738  3.498 9.453 3.102 250 2.613
6/11/1985 1.505343971 0.792204706 1.3713  3.4825  9.41  3.0885  249.9 2.599
6/12/1985 1.49142431  0.789577576 1.3695  3.479 9.41  3.0895  249.85  2.601
6/13/1985 1.503759399 0.790513834 1.3722  3.4925  9.449 3.1 249.8 2.61
6/14/1985 1.501501502 0.78125 1.3678  3.445 9.335 3.058 248.75  2.573
6/17/1985 1.505570611 0.781860829 1.371 3.451 9.34  3.062 248.7 2.5745
6/18/1985 1.501501502 0.769822941 1.367 3.416 9.245 3.03  247.55  2.539
6/19/1985 1.498576352 0.76540375  1.3645  3.408 9.21  3.02  247.7 2.53
6/20/1985 1.504211793 0.783146683 1.3645  3.467 9.38  3.0745  248.35  2.575
6/21/1985 1.502629602 0.777000777 1.3662  3.455 9.35  3.064 248.15  2.565
6/24/1985 1.504890895 0.777000777 1.3653  3.4615  9.355 3.07  248.8 2.566
6/25/1985 1.500375094 0.778210117 1.3648  3.462 9.3525  3.071 249 2.571
6/26/1985 1.491869312 0.770416025 1.3628  3.43  9.279 3.044 248.45  2.535
6/27/1985 1.500375094 0.773993808 1.364 3.447 9.32  3.06  249 2.564
6/28/1985 1.495886313 0.763650248 1.3592  3.4155  9.24  3.029 248.4 2.541
7/01/1985 1.497454328 0.766283525 1.3575  3.4265  9.2625  3.042 247.95  2.549
7/02/1985 1.501050736 0.766871166 1.3575  3.432 9.274 3.0455  248.35  2.548
7/03/1985 1.495215311 0.76178868  1.3568  3.417 9.2375  3.0335  248.05  2.542
7/05/1985 1.481481481 0.753579503 1.3575  3.387 9.1575  3.007 247 2.52
7/08/1985 1.473187979 0.744324525 1.3574  3.3515  9.08  2.983 246.05  2.5005
7/09/1985 1.46627566  0.732600733 1.3546  3.335 9.0025  2.9603  244.25  2.474
7/10/1985 1.445504481 0.721500722 1.3525  3.31  8.9375  2.938 243.45  2.451
7/11/1985 1.426533524 0.724112962 1.3537  3.287 8.8775  2.9185  243 2.436
7/12/1985 1.427755568 0.722021661 1.3525  3.2495  8.7775  2.8905  240.95  2.399
7/15/1985 1.418842225 0.719942405 1.3505  3.241 8.75  2.8785  237.65  2.3935
7/16/1985 1.408847563 0.720980534 1.3519  3.246 8.76  2.8855  237.9 2.3935
7/17/1985 1.400952648 0.70861678  1.3473  3.1925  8.616 2.837 236.5 2.335
7/18/1985 1.403114915 0.711997152 1.3485  3.238 8.7275  2.874 238.2 2.369
7/19/1985 1.395673412 0.714796283 1.3481  3.2525  8.88  2.889 238.75  2.378
7/22/1985 1.404494382 0.720201656 1.3514  3.264 8.8045  2.898 240.05  2.379
7/23/1985 1.398992725 0.709219858 1.3482  3.208 8.675 2.85  238 2.34
7/24/1985 1.415428167 0.71540993  1.353 3.248 8.78  2.8885  239.75  2.369
7/25/1985 1.413427562 0.708968451 1.3512  3.223 8.715 2.8635  238.9 2.34
7/26/1985 1.414427157 0.709723208 1.3522  3.221 8.705 2.863 239.25  2.335
7/29/1985 1.391401141 0.700378204 1.3493  3.175 8.595 2.823 237.15  2.29
7/30/1985 1.406469761 0.703482237 1.3511  3.1635  8.5725  2.816 237.4 2.297
7/31/1985 1.383891503 0.708717222 1.354 3.1435  8.5425  2.7995  236.45  2.294
8/01/1985 1.396648045 0.724112962 1.354 3.17  8.6 2.823 237.65  2.32
8/02/1985 1.393728223 0.729394602 1.3523  3.174 8.6175  2.825 237.45  2.314
8/05/1985 1.391788448 0.731261426 1.3526  3.176 8.615 2.826 237.5 2.3245
8/06/1985 1.405481377 0.742942051 1.3582  3.207 8.6865  2.85  238.45  2.3625
8/07/1985 1.417434444 0.747384155 1.3618  3.203 8.7025  2.847 238.4 2.362
8/08/1985 1.419446416 0.737735153 1.361 3.176 8.652 2.829 238.5 2.3405
8/09/1985 1.412429379 0.73664825  1.361 3.182 8.655 2.8315  238.55  2.341
8/12/1985 1.398014819 0.722804481 1.3588  3.1465  8.555 2.798 237.3 2.3035
8/13/1985 1.403508772 0.720461095 1.3578  3.132 8.52  2.787 237.35  2.299
8/14/1985 1.418037436 0.722543353 1.3571  3.142 8.535 2.791 238 2.302
8/15/1985 1.435750179 0.716075904 1.3545  3.1115  8.445 2.764 237.15  2.267
8/16/1985 1.422879909 0.714540907 1.3537  3.107 8.4355  2.758 236.85  2.259
8/19/1985 1.416430595 0.714796283 1.356 3.1135  8.436 2.764 236.85  2.2615
8/20/1985 1.410437236 0.719942405 1.3552  3.13  8.485 2.7785  237.4 2.279
8/21/1985 1.415428167 0.718236012 1.355 3.115 8.45  2.767 237 2.268
8/22/1985 1.416430595 0.710479574 1.3547  3.0855  8.3825  2.7425  235.85  2.244
8/23/1985 1.420454545 0.713775874 1.3547  3.1 8.41  2.753 236.5 2.253
8/26/1985 1.423487544 0.710580544 1.3578  3.12  8.466 2.7725  236.89  2.27
8/27/1985 1.430615165 0.71787509  1.3613  3.139 8.52  2.792 237.38  2.288
8/28/1985 1.422475107 0.713521227 1.3601  3.122 8.465 2.772 237 2.2665
8/29/1985 1.422475107 0.714540907 1.3621  3.13  8.49  2.7785  237.12  2.2805
8/30/1985 1.42551675  0.718907261 1.3659  3.161 8.5875  2.811 239 2.31
9/03/1985 1.455604076 0.73046019  1.3704  3.212 8.72  2.854 239.5 2.352
9/04/1985 1.46092038  0.728438228 1.3688  3.204 8.7055  2.851 239.6 2.346
9/05/1985 1.449695564 0.732600733 1.3689  3.221 8.735 2.862 239.95  2.3565
9/06/1985 1.461347362 0.754716981 1.3702  3.292 8.9425  2.9315  243.6 2.418
9/09/1985 1.498127341 0.766577233 1.3711  3.3085  8.975 2.9435  243.45  2.423
9/10/1985 1.48214021  0.761614623 1.3716  3.303 8.965 2.9405  242.75  2.426
9/11/1985 1.488095238 0.764233856 1.3726  3.3255  9.025 2.9605  243.55  2.44
9/12/1985 1.486104919 0.758437619 1.3734  3.3065  8.9775  2.944 243.2 2.425
9/13/1985 1.474926254 0.746268657 1.3726  3.2585  8.85  2.9 242 2.393
9/16/1985 1.469507715 0.745156483 1.3743  3.24  8.795 2.882 241.35  2.383
9/17/1985 1.464772228 0.746547219 1.3761  3.25  8.8125  2.892 241.7 2.379
9/18/1985 1.46627566  0.74906367  1.3787  3.263 8.86  2.9065  242.25  2.389
9/19/1985 1.467351431 0.746268657 1.38  3.26  8.846 2.901 242.05  2.383
9/20/1985 1.431639227 0.731528895 1.3759  3.2 8.68  2.8475  240.1 2.342
9/23/1985 1.421464108 0.700770848 1.3665  3.075 8.35  2.732 231.9 2.241
9/24/1985 1.414427157 0.698567936 1.361 3.057 8.29  2.716 229.8 2.232
9/25/1985 1.402524544 0.695652174 1.3603  3.022 8.2 2.68  226.9 2.206
9/26/1985 1.389854065 0.695894224 1.359 3.002 8.12  2.6615  220.3 2.192
9/27/1985 1.406469761 0.713012478 1.3643  3.025 8.1775  2.678 220.1 2.197
9/30/1985 1.424501425 0.709975151 1.371 3.0165  8.1725  2.679 216.5 2.195
10/01/1985  1.406469761 0.708968451 1.3707  2.99  8.0925  2.6525  215 2.168
10/02/1985  1.410039481 0.707463742 1.3643  2.9875  8.09  2.649 214.1 2.165
10/03/1985  1.404494382 0.701754386 1.366 2.955 8.01  2.62  212.79  2.147
10/04/1985  1.413028119 0.706464147 1.3675  2.969 8.035 2.6345  213.45  2.162
10/07/1985  1.420858198 0.707964602 1.368 2.982 8.085 2.6505  215.45  2.171
10/08/1985  1.421464108 0.707714084 1.367 2.9795  8.068 2.647 216 2.171
10/09/1985  1.43636886  0.707213579 1.3651  2.9825  8.07  2.648 214.8 2.176
10/10/1985  1.424095699 0.708717222 1.3684  2.995 8.102 2.6565  215.4 2.186
10/11/1985  1.421868335 0.708466171 1.3674  2.997 8.11  2.658 214.65  2.178
10/15/1985  1.428571429 0.70781427  1.3703  3.001 8.1145  2.6625  215.45  2.183
10/16/1985  1.430615165 0.710479574 1.371 3.027 8.18  2.685 217.3 2.205
10/17/1985  1.422272792 0.707213579 1.3664  2.988 8.0775  2.6485  215.15  2.175
10/18/1985  1.419043565 0.700280112 1.3651  2.9765  8.0475  2.6375  215.15  2.169
10/21/1985  1.422475107 0.697593303 1.3634  2.977 8.037 2.638 215.7 2.164
10/22/1985  1.425923285 0.699056274 1.3652  2.984 8.06  2.6445  216.1 2.173
10/23/1985  1.435750179 0.697593303 1.3642  2.977 8.045 2.638 215.9 2.165
10/24/1985  1.431229426 0.703729768 1.366 2.9885  8.074 2.6505  216.7 2.172
10/25/1985  1.43020595  0.70323488  1.3672  2.9935  8.085 2.6535  214.9 2.175
10/28/1985  1.428571429 0.700525394 1.3665  2.9817  8.058 2.6428  213.5 2.167
10/29/1985  1.429183936 0.696767001 1.3651  2.9585  7.994 2.622 212.43  2.15
10/30/1985  1.426533524 0.693962526 1.3663  2.957 8.001 2.6235  211.5 2.15
10/31/1985  1.430615165 0.694203402 1.3668  2.954 7.975 2.619 211.55  2.151
11/01/1985  1.433691756 0.693962526 1.367 2.935 7.93  2.602 209 2.136
11/04/1985  1.464128843 0.694203402 1.3695  2.9295  7.9175  2.5975  207.9 2.139
11/05/1985  1.496333982 0.698080279 1.3745  2.9485  7.97  2.6138  208 2.152
11/06/1985  1.511715797 0.696718456 1.3763  2.933 7.9235  2.6 205.25  2.1415
11/07/1985  1.504890895 0.705965408 1.3747  2.958 8 2.628 205.6 2.16
11/08/1985  1.485884101 0.705865744 1.3769  2.958 7.995 2.6235  205.85  2.1575
11/12/1985  1.512859304 0.708717222 1.379 2.956 7.996 2.6235  205.85  2.153
11/13/1985  1.507840772 0.702493853 1.3798  2.9445  7.965 2.6145  204 2.1435
11/14/1985  1.49298298  0.700623555 1.3782  2.946 7.975 2.616 203.35  2.144
11/15/1985  1.485884101 0.703383274 1.3769  2.9535  7.994 2.6235  204.3 2.15
11/18/1985  1.484780995 0.701508243 1.3764  2.9425  7.969 2.6145  203.45  2.142
11/19/1985  1.477104874 0.697107006 1.3756  2.9235  7.919 2.5987  203 2.128
11/20/1985  1.473405039 0.69735007  1.3778  2.939 7.96  2.6125  203.45  2.142
11/21/1985  1.465845793 0.693721818 1.3769  2.919 7.9095  2.594 202.1 2.1215
11/22/1985  1.45285486  0.687285223 1.3758  2.9025  7.854 2.578 201.35  2.1075
11/25/1985  1.445922499 0.683620454 1.3776  2.89  7.818 2.5663  200.8 2.1015
11/26/1985  1.446549978 0.680040802 1.3778  2.871 7.77  2.551 201 2.091
11/27/1985  1.454333915 0.678518116 1.3781  2.86  7.75  2.543 201.05  2.09
11/29/1985  1.457938475 0.671591672 1.384 2.827 7.665 2.5125  202.1 2.081
12/02/1985  1.479289941 0.672268908 1.3895  2.8375  7.69  2.5217  204.03  2.105
12/03/1985  1.477104874 0.676132522 1.3912  2.852 7.728 2.5335  204.75  2.1135
12/04/1985  1.468860165 0.67294751  1.389 2.835 7.685 2.5195  202.65  2.0955
12/05/1985  1.467351431 0.675904022 1.3943  2.834 7.685 2.5185  203 2.096
12/06/1985  1.468428781 0.676361177 1.3957  2.842 7.709 2.5255  203.4 2.105
12/09/1985  1.473622163 0.686106346 1.3985  2.854 7.728 2.535 203.5 2.1165
12/10/1985  1.473839352 0.696864111 1.398 2.8625  7.7535  2.54  203.6 2.1205
12/11/1985  1.461988304 0.706713781 1.3922  2.8645  7.76  2.543 203.9 2.129
12/12/1985  1.460493647 0.694685655 1.3893  2.833 7.69  2.515 202.05  2.1035
12/13/1985  1.459214942 0.696136443 1.3905  2.8405  7.7115  2.522 202.8 2.1065
12/16/1985  1.464986815 0.695652174 1.3936  2.8435  7.72  2.5235  202.6 2.113
12/17/1985  1.471020889 0.695894224 1.3955  2.8295  7.6845  2.5115  201.95  2.106
12/18/1985  1.471453796 0.704473406 1.3957  2.8375  7.715 2.518 203.15  2.114
12/19/1985  1.464557704 0.703729768 1.398 2.836 7.718 2.517 202.97  2.115
12/20/1985  1.464772228 0.701754386 1.3962  2.829 7.705 2.512 202.7 2.111
12/23/1985  1.470588235 0.699790063 1.3983  2.823 7.6875  2.505 202.45  2.105
12/24/1985  1.46627566  0.700770848 1.4 2.825 7.675 2.5055  202.75  2.104
12/26/1985  1.46627566  0.699790063 1.401 2.82  7.685 2.505 202.8 2.103
12/27/1985  1.465845793 0.69637883  1.4 2.7865  7.59  2.473 202.2 2.085
12/30/1985  1.468428781 0.694927033 1.3995  2.777 7.555 2.465 201.05  2.081
12/31/1985  1.466705779 0.692041522 1.3985  2.754 7.5075  2.447 200.25  2.06
1/02/1986 1.46627566  0.689417442 1.401 2.7495  7.4865  2.438 199.15  2.05
1/03/1986 1.468428781 0.695410292 1.4035  2.7715  7.5525  2.4613  202.53  2.0695
1/06/1986 1.469075951 0.696621386 1.407 2.758 7.498 2.448 201.9 2.069
1/07/1986 1.452432825 0.694685655 1.3993  2.7535  7.493 2.4445  201.7 2.0735
1/08/1986 1.4522219 0.692856648 1.4015  2.7675  7.537 2.4565  202.1 2.086
1/09/1986 1.435750179 0.689655172 1.398 2.7535  7.515 2.448 202.1 2.078
1/10/1986 1.437607821 0.687521485 1.3937  2.7635  7.535 2.4555  202.35  2.084
1/13/1986 1.441337561 0.693481276 1.4025  2.774 7.56  2.4625  202.7 2.094
1/14/1986 1.446968601 0.694540908 1.403 2.781 7.57  2.4678  202.6 2.09
1/15/1986 1.441961067 0.693481276 1.4067  2.773 7.554 2.4625  202.5 2.081
1/16/1986 1.42551675  0.695410292 1.404 2.78  7.575 2.4675  202.55  2.085
1/17/1986 1.431024614 0.696039535 1.4007  2.7765  7.563 2.4645  202.52  2.093
1/21/1986 1.427959446 0.710479574 1.4059  2.7705  7.541 2.4575  202.35  2.0865
1/22/1986 1.404297149 0.717205766 1.4048  2.758 7.516 2.4485  201.7 2.08
1/23/1986 1.401345291 0.722804481 1.4059  2.7665  7.533 2.4545  202.05  2.0765
1/24/1986 1.405481377 0.717360115 1.4133  2.726 7.4275  2.417 196.05  2.045
1/27/1986 1.40291807  0.71864894  1.4155  2.709 7.37  2.3992  195.75  2.0345
1/28/1986 1.399972001 0.710227273 1.4206  2.7095  7.3625  2.398 195.65  2.0315
1/29/1986 1.398405817 0.713012478 1.4156  2.701 7.328 2.389 194.1 2.023
1/30/1986 1.398601399 0.709723208 1.4208  2.6875  7.288 2.379 193.05  2.02
1/31/1986 1.400952648 0.708215297 1.4233  2.6975  7.32  2.388 192.3 2.036
2/03/1986 1.418842225 0.721500722 1.432 2.712 7.355 2.401 191.55  2.0355
2/04/1986 1.443626389 0.726216412 1.438 2.7255  7.3975  2.4145  192.05  2.0435
2/05/1986 1.440299582 0.719165768 1.428 2.695 7.313 2.386 190.65  2.0195
2/06/1986 1.427144284 0.715563506 1.409 2.7025  7.3325  2.3915  190.48  2.022
2/07/1986 1.440299582 0.714796283 1.4068  2.719 7.385 2.41  191.35  2.0385
2/10/1986 1.44092219  0.709975151 1.396 2.696 7.31  2.3855  188.15  2.0065
2/11/1986 1.450747135 0.708215297 1.3985  2.6835  7.2925  2.375 187.45  1.982
2/12/1986 1.460067163 0.709471444 1.399 2.6745  7.259 2.3678  186.72  1.969
2/13/1986 1.446759259 0.705467372 1.4025  2.653 7.215 2.349 182.3 1.9455
2/14/1986 1.424907381 0.705069449 1.397 2.6515  7.2025  2.347 182 1.945
2/18/1986 1.418842225 0.700133025 1.3963  2.6465  7.197 2.344 181.05  1.939
2/19/1986 1.410437236 0.689655172 1.3922  2.606 7.09  2.307 179.4 1.908
2/20/1986 1.418439716 0.688942473 1.3895  2.607 7.0855  2.3075  181.1 1.92
2/21/1986 1.423487544 0.691323885 1.3882  2.609 7.0925  2.309 182.98  1.933
2/24/1986 1.420656343 0.683526999 1.3878  2.5825  7.015 2.2825  182.15  1.902
2/25/1986 1.411831145 0.670241287 1.3925  2.5415  6.905 2.245 180.95  1.8855
2/26/1986 1.411233418 0.671591672 1.3951  2.5165  6.85  2.2275  181.15  1.8805
2/27/1986 1.43472023  0.674991563 1.41  2.5125  6.83  2.222 180.15  1.876
2/28/1986 1.43000143  0.691562932 1.423 2.5185  6.8655  2.2308  180.55  1.888
3/03/1986 1.436162574 0.693721818 1.4245  2.508 6.831 2.2205  179.65  1.88
3/04/1986 1.426533524 0.683526999 1.423 2.486 6.773 2.201 179 1.872
3/05/1986 1.422879909 0.689179876 1.411 2.5595  6.965 2.267 181.45  1.916
3/06/1986 1.427347987 0.686106346 1.4138  2.5375  6.9 2.2425  179.3 1.899
3/07/1986 1.424298533 0.688468158 1.4075  2.525 6.885 2.238 179.45  1.8965
